Package Type,Destination,Itinerary,Travel Date,Start City,Airline,Flight Stops,Meals
Budget,Kaziranga|Shillong,2N Kaziranga . 3N Shillong,6/9/2021,Mumbai,Spicejet,2,2
Standard,Bali,5N Bali,28-11-2021,New Delhi,Malaysia Airlines|Malaysia Airlines|Malaysia Airlines|Malaysia Airlines,2,3
Standard,Dubai,5N Dubai,8/5/2021,New Delhi,Air India Express|Air India Express,2,3
Standard,Shillong|Guwahati,3N Shillong . 1N Guwahati,6/3/2021,New Delhi,IndiGo,2,3
Standard,Gangtok|Pelling|Darjeeling,2N Gangtok . 1N Pelling . 2N Darjeeling,20-10-2021,Mumbai,Spicejet,2,3
Deluxe,Cochin|Allepey|Thekkady,1N Cochin . 1N Allepey . 2N Thekkady,5/9/2021,New Delhi,IndiGo,1,3
Deluxe,Jaipur|Ranthambhore,2N Jaipur . 2N Ranthambhore,31-10-2021,New Delhi,Spicejet,1,3
Premium,Goa,4N Goa,9/3/2021,Mumbai,Go Air,0,5
Premium,Shimla|Manali|Dharamshala,2N Shimla . 3N Manali . 2N Dharamshala,21-05-2021,New Delhi,IndiGo|Spicejet|Spicejet,0,5
Deluxe,Jaipur|Udaipur,3N Jaipur . 3N Udaipur,17-11-2021,New Delhi,Spicejet|IndiGo,1,3
Luxury,Ajmer|Jaipur,1N Ajmer . 2N Jaipur,22-08-2021,Mumbai,Go Air,0,4
Deluxe,Singapore,4N Singapore,18-01-2022,New Delhi,IndiGo|IndiGo,1,3
Standard,Mathura|Jaipur,1N Mathura . 2N Jaipur,20-04-2021,New Delhi,Spicejet,2,3
Luxury,Mysore|Ooty,1N Mysore . 2N Ooty,31-01-2021,Mumbai,Not Available,0,4
Premium,Bentota|Colombo,2N Bentota . 1N Colombo,8/8/2021,New Delhi,Spicejet|Spicejet|Spicejet|Spicejet,0,5
Deluxe,Gangtok|Lachung|Gangtok|Pelling,2N Gangtok . 2N Lachung . 1N Gangtok . 2N Pelling,7/3/2021,Mumbai,IndiGo,1,3
Standard,Shirdi|Aurangabad,1N Shirdi . 1N Aurangabad,20-02-2021,New Delhi,Go Air,2,3
Premium,Jaipur|Jodhpur|Jaisalmer|Udaipur,2N Jaipur . 1N Jodhpur . 2N Jaisalmer . 2N Udaipur,12/10/2021,New Delhi,Air India|IndiGo,0,5
Deluxe,Goa,3N Goa,3/7/2021,New Delhi,Go Air,1,3
Standard,Thekkady|Allepey,1N Thekkady . 2N Allepey,21-08-2021,New Delhi,IndiGo,2,3
Standard,Kasol|Manali,2N Kasol . 2N Manali,20-11-2021,New Delhi,Not Available,2,3
Standard,Cochin|Munnar|Thekkady,1N Cochin . 2N Munnar . 1N Thekkady,12/1/2022,New Delhi,IndiGo,2,3
Standard,Goa,3N Goa,17-12-2021,Mumbai,Not Available,2,3
Luxury,Corbett,3N Corbett,3/2/2022,New Delhi,Go Air,0,4
Luxury,Manali|Shimla,2N Manali . 2N Shimla,5/5/2021,New Delhi,Not Available,0,4
Standard,Mussoorie,2N Mussoorie,2/2/2021,New Delhi,Not Available,2,3
Standard,Haridwar|Rishikesh,1N Haridwar . 1N Rishikesh,31-01-2022,Mumbai,Not Available,2,3
Premium,Mysore|Coorg|Ooty,1N Mysore . 2N Coorg . 2N Ooty,28-08-2021,New Delhi,Spicejet,0,5
Standard,Munnar|Thekkady|Allepey,2N Munnar . 1N Thekkady . 1N Allepey,1/12/2021,Mumbai,Not Available,2,3
Standard,Jaipur|Jodhpur|Jaisalmer|Bikaner|Jaipur,1N Jaipur . 1N Jodhpur . 2N Jaisalmer . 1N Bikaner . 1N Jaipur,12/11/2021,New Delhi,IndiGo,2,3
Deluxe,Nainital|Ranikhet|Corbett|Mussoorie,2N Nainital . 2N Ranikhet . 1N Corbett . 2N Mussoorie,4/5/2021,New Delhi,Spicejet,1,3
Premium,Darjeeling|Gangtok,2N Darjeeling . 2N Gangtok,6/5/2021,New Delhi,Go Air,0,5
Standard,Coorg,2N Coorg,3/3/2021,Mumbai,Vistara,2,3
Standard,Leh,4N Leh,19-05-2021,Mumbai,Vistara|Go Air,2,3
Standard,Mysore|Ooty,1N Mysore . 3N Ooty,6/8/2021,Mumbai,Spicejet,2,3
Deluxe,Rishikesh|Haridwar,2N Rishikesh . 2N Haridwar,22-03-2021,Mumbai,Spicejet,1,3
Luxury,Munnar,3N Munnar,15-02-2021,New Delhi,Air India,0,4
Premium,Jaipur|Jodhpur|Udaipur,2N Jaipur . 1N Jodhpur . 2N Udaipur,8/1/2022,New Delhi,Spicejet|IndiGo,0,5
Standard,Singapore|Auckland|Rotorua|Queenstown|Christchurch,2N Singapore . 2N Auckland . 2N Rotorua . 3N Queenstown . 2N Christchurch,5/4/2021,New Delhi,IndiGo|Qantas Airways|Qantas Airways|Air New Zealand|Air New Zealand|Air New Zealand|Air New Zealand|Singapore Airlines|Singapore Airlines|Singapore Airlines,2,3
Luxury,Pondicherry,3N Pondicherry,26-09-2021,Mumbai,Go Air,0,4
Luxury,Chandigarh|Manali|Shimla,1N Chandigarh . 3N Manali . 2N Shimla,21-05-2021,Mumbai,Not Available,0,4
Premium,Pelling|Darjeeling,1N Pelling . 2N Darjeeling,16-05-2021,New Delhi,Spicejet,0,5
Deluxe,Dubai,4N Dubai,26-10-2021,Mumbai,Not Available,1,3
Deluxe,Munnar|Thekkady|Allepey,2N Munnar . 1N Thekkady . 1N Allepey,9/10/2021,New Delhi,IndiGo,1,3
Premium,Kullu|Manali,1N Kullu . 3N Manali,31-10-2021,New Delhi,Go Air,0,5
Budget,Kaziranga|Guwahati,2N Kaziranga . 1N Guwahati,19-07-2021,New Delhi,IndiGo|IndiGo,2,2
Standard,Shimla|Manali|Chandigarh|New Delhi,2N Shimla . 3N Manali . 1N Chandigarh . 1N New Delhi,17-09-2021,New Delhi,Go Air,2,3
Standard,Kuala Lumpur|Singapore,3N Kuala Lumpur . 4N Singapore,8/4/2022,Mumbai,Malaysia Airlines|Malaysia Airlines|Malaysia Airlines|Malaysia Airlines,2,3
Standard,Sharjah|Dubai,3N Sharjah . 2N Dubai,28-12-2021,New Delhi,IndiGo|IndiGo|IndiGo,2,3
Deluxe,Mauritius|Praslin Island|Mahe Island,4N Mauritius . 2N Praslin Island . 2N Mahe Island,29-04-2021,New Delhi,Air India|Air Seychelles|Etihad Airways|Etihad Airways,1,3
Deluxe,Gangtok|Pelling|Darjeeling,2N Gangtok . 2N Pelling . 2N Darjeeling,18-06-2021,Mumbai,Spicejet,1,3
Premium,Pattaya|Bangkok,3N Pattaya . 2N Bangkok,12/9/2021,Mumbai,Spicejet|Go Air,0,5
Deluxe,Cochin|Munnar|Thekkady|Allepey|Kovalam|Poovar,1N Cochin . 2N Munnar . 2N Thekkady . 1N Allepey . 1N Kovalam . 1N Poovar,21-07-2021,New Delhi,Go Air|IndiGo|IndiGo,1,3
Luxury,Mussoorie|Corbett,3N Mussoorie . 2N Corbett,28-11-2021,New Delhi,Air India,0,4
Standard,Mysore|Ooty|Kodaikanal,1N Mysore . 2N Ooty . 2N Kodaikanal,23-11-2021,New Delhi,Spicejet|IndiGo,2,3
Standard,Srinagar,2N Srinagar,24-10-2021,Mumbai,IndiGo|IndiGo,2,3
Luxury,Srinagar|Gulmarg|Pahalgam|Srinagar,1N Srinagar . 1N Gulmarg . 1N Pahalgam . 1N Srinagar,8/5/2021,Mumbai,IndiGo,0,4
Premium,New Delhi|Agra|Jaipur|New Delhi,2N New Delhi . 1N Agra . 2N Jaipur . 1N New Delhi,22-09-2021,New Delhi,Spicejet,0,5
Deluxe,Dharamshala|Dalhousie,2N Dharamshala . 2N Dalhousie,22-11-2021,New Delhi,Not Available,1,3
Standard,Shimla|Manali|Chandigarh,2N Shimla . 3N Manali . 1N Chandigarh,24-07-2021,New Delhi,Not Available,2,3
Deluxe,Port Blair|Havelock|Port Blair,1N Port Blair . 2N Havelock . 1N Port Blair,18-09-2021,Mumbai,Not Available,1,3
Standard,Ooty|Mysore,2N Ooty . 1N Mysore,20-08-2021,New Delhi,Spicejet|Spicejet,2,3
Deluxe,Gulmarg|Srinagar,1N Gulmarg . 2N Srinagar,12/5/2021,New Delhi,Spicejet|Spicejet,1,3
Luxury,Goa,3N Goa,26-09-2021,New Delhi,Not Available,0,4
Standard,Shimla|Manali|Dharamshala|Chandigarh,2N Shimla . 3N Manali . 2N Dharamshala . 1N Chandigarh,22-04-2021,Mumbai,Go Air|Go Air,2,3
Premium,Munnar|Thekkady|Allepey,2N Munnar . 2N Thekkady . 1N Allepey,16-02-2021,Mumbai,Go Air,0,5
Deluxe,Nainital|Corbett,3N Nainital . 1N Corbett,12/5/2021,New Delhi,Go Air,1,3
Deluxe,Dubai,4N Dubai,1/12/2021,Mumbai,Not Available,1,3
Deluxe,Dharamshala,3N Dharamshala,3/7/2021,New Delhi,Not Available,1,3
Deluxe,Kalimpong|Darjeeling,2N Kalimpong . 2N Darjeeling,15-06-2021,Mumbai,IndiGo|IndiGo,1,3
Deluxe,Allepey|Varkala|Kovalam,1N Allepey . 1N Varkala . 2N Kovalam,7/10/2021,New Delhi,IndiGo|Spicejet,1,3
Standard,New Delhi|Agra|Jaipur,1N New Delhi . 1N Agra . 1N Jaipur,23-11-2021,New Delhi,Not Available,2,3
Deluxe,Gangtok|Pelling|Darjeeling,6N Gangtok . 1N Pelling . 2N Darjeeling,12/12/2021,New Delhi,Spicejet,1,3
Deluxe,Darjeeling|Gangtok,2N Darjeeling . 3N Gangtok,7/9/2021,New Delhi,IndiGo|IndiGo,1,3
Budget,Shillong|Guwahati,3N Shillong . 1N Guwahati,18-03-2021,New Delhi,IndiGo,2,2
Standard,Goa,5N Goa,30-03-2021,New Delhi,Not Available,2,3
Premium,Jaisalmer|Jodhpur|Mount Abu|Udaipur|Pushkar|Jaipur,2N Jaisalmer . 1N Jodhpur . 1N Mount Abu . 2N Udaipur . 1N Pushkar . 2N Jaipur,26-11-2021,Mumbai,Not Available,0,5
Luxury,Munnar|Thekkady|Allepey|Kovalam,2N Munnar . 1N Thekkady . 1N Allepey . 2N Kovalam,5/3/2021,New Delhi,Spicejet|IndiGo,0,4
Deluxe,Langkawi,3N Langkawi,30-04-2021,Mumbai,Malaysia Airlines|Malaysia Airlines|Malaysia Airlines|Malaysia Airlines,1,3
Standard,Kuala Lumpur,4N Kuala Lumpur,11/10/2021,Mumbai,Not Available,2,3
Deluxe,Kandy|Nuwara Eliya|Yala|Bentota|Colombo,2N Kandy . 1N Nuwara Eliya . 1N Yala . 1N Bentota . 1N Colombo,4/10/2021,New Delhi,IndiGo|IndiGo|IndiGo|IndiGo,1,3
Standard,Kovalam and Poovar|Allepey|Thekkady|Munnar,2N Kovalam and Poovar . 2N Allepey . 1N Thekkady . 2N Munnar,10/3/2021,New Delhi,Spicejet|IndiGo,2,3
Premium,Jaipur|Agra,1N Jaipur . 1N Agra,11/5/2021,New Delhi,Vistara,0,5
Standard,Cochin,2N Cochin,29-07-2021,New Delhi,Not Available,2,3
Premium,Port Blair|Havelock|Niel Island|Port Blair,2N Port Blair . 2N Havelock . 1N Niel Island . 1N Port Blair,30-10-2021,Mumbai,Go Air,0,5
Premium,Munnar,3N Munnar,8/5/2021,Mumbai,Air India,0,5
Deluxe,Cochin|Allepey|Thekkady,1N Cochin . 1N Allepey . 2N Thekkady,24-07-2021,New Delhi,Spicejet,1,3
Premium,Dharamshala,3N Dharamshala,1/9/2021,New Delhi,Air India,0,5
Budget,Pondicherry|Mahabalipuram,3N Pondicherry . 2N Mahabalipuram,2/7/2021,New Delhi,IndiGo,2,2
Premium,Thimpu|Paro,2N Thimpu . 2N Paro,26-01-2021,New Delhi,Not Available,0,5
Luxury,New Delhi|Shimla|Manali|Chandigarh,1N New Delhi . 2N Shimla . 3N Manali . 1N Chandigarh,23-09-2021,Mumbai,Go Air,0,4
Premium,Chandigarh|Dharamshala|Dalhousie|Chandigarh,1N Chandigarh . 2N Dharamshala . 2N Dalhousie . 1N Chandigarh,26-06-2021,Mumbai,IndiGo,0,5
Standard,Cochin|Munnar|Thekkady|Kumarakom,1N Cochin . 3N Munnar . 1N Thekkady . 1N Kumarakom,7/2/2022,New Delhi,Spicejet,2,3
Standard,New Delhi|Nainital|Corbett|Mussoorie,1N New Delhi . 3N Nainital . 2N Corbett . 2N Mussoorie,7/3/2021,New Delhi,Spicejet,2,3
Premium,Thimpu|Paro,3N Thimpu . 3N Paro,7/9/2021,New Delhi,Not Available,0,5
Deluxe,Munnar,3N Munnar,1/12/2021,New Delhi,Not Available,1,3
Deluxe,Cochin|Munnar|Thekkady|Allepey,1N Cochin . 2N Munnar . 1N Thekkady . 1N Allepey,19-04-2022,New Delhi,IndiGo,1,3
Luxury,Jaipur,3N Jaipur,25-09-2021,New Delhi,IndiGo,0,4
Standard,Ooty,3N Ooty,16-07-2021,Mumbai,Not Available,2,3
Deluxe,Darjeeling|Pelling|Gangtok|Kalimpong,3N Darjeeling . 2N Pelling . 2N Gangtok . 2N Kalimpong,24-03-2021,New Delhi,IndiGo,1,3
Standard,Udaipur|Mount Abu,2N Udaipur . 1N Mount Abu,16-03-2021,New Delhi,Not Available,2,3
Standard,Jaipur,3N Jaipur,18-04-2021,New Delhi,Not Available,2,3
Standard,Shirdi,2N Shirdi,9/9/2021,New Delhi,Not Available,2,3
Premium,Munnar|Kumarakom|Kovalam and Poovar,2N Munnar . 1N Kumarakom . 2N Kovalam and Poovar,4/11/2021,New Delhi,Air India,0,5
Deluxe,Ooty|Kodaikanal|Munnar,2N Ooty . 2N Kodaikanal . 2N Munnar,16-12-2021,New Delhi,Spicejet|IndiGo,1,3
Standard,Madurai|Rameshwaram|Kanyakumari|Kovalam and Poovar,1N Madurai . 1N Rameshwaram . 1N Kanyakumari . 2N Kovalam and Poovar,24-01-2021,New Delhi,IndiGo|IndiGo|IndiGo,2,3
Standard,Shimla|Chail,3N Shimla . 1N Chail,26-06-2021,New Delhi,Not Available,2,3
Premium,Jaipur|Udaipur,3N Jaipur . 2N Udaipur,2/2/2022,Mumbai,Go Air|Air India,0,5
Deluxe,Shimla|Manali|Dalhousie|Amritsar,2N Shimla . 3N Manali . 2N Dalhousie . 1N Amritsar,27-10-2021,Mumbai,Vistara,1,3
Deluxe,Bangalore|Mysore|Ooty|Kodaikanal,1N Bangalore . 1N Mysore . 2N Ooty . 2N Kodaikanal,29-08-2021,New Delhi,Go Air|IndiGo,1,3
Standard,Cochin|Munnar|Thekkady|Allepey|Kovalam and Poovar,1N Cochin . 2N Munnar . 1N Thekkady . 1N Allepey . 3N Kovalam and Poovar,6/3/2022,New Delhi,IndiGo|Spicejet,2,3
Deluxe,Tanjore|Kumbakonam|Tiruchirapally,1N Tanjore . 1N Kumbakonam . 1N Tiruchirapally,18-04-2021,Mumbai,Spicejet|Spicejet,1,3
Standard,Kandy|Nuwara Eliya|Bentota|Colombo,2N Kandy . 1N Nuwara Eliya . 1N Bentota . 1N Colombo,28-10-2021,New Delhi,Air India|Air India|Air India|Air India,2,3
Luxury,Gangtok,6N Gangtok,2/11/2021,Mumbai,Not Available,0,4
Deluxe,Munnar|Thekkady|Allepey,2N Munnar . 2N Thekkady . 1N Allepey,19-03-2021,New Delhi,Go Air,1,3
Premium,Corbett,4N Corbett,16-07-2021,Mumbai,Not Available,0,5
Premium,Kuala Lumpur|Singapore,3N Kuala Lumpur . 3N Singapore,16-08-2021,New Delhi,IndiGo|IndiGo|IndiGo|IndiGo,0,5
Deluxe,Munnar|Thekkady,2N Munnar . 1N Thekkady,27-10-2021,Mumbai,Spicejet,1,3
Standard,Shillong|Guwahati,2N Shillong . 2N Guwahati,11/10/2021,New Delhi,IndiGo,2,3
Deluxe,Patnitop|Srinagar|Gulmarg|Pahalgam|Katra,1N Patnitop . 1N Srinagar . 1N Gulmarg . 2N Pahalgam . 1N Katra,14-02-2021,New Delhi,IndiGo,1,3
Luxury,Darjeeling|Kalimpong|Gangtok,2N Darjeeling . 1N Kalimpong . 3N Gangtok,25-04-2021,New Delhi,Not Available,0,4
Luxury,Chandigarh|Shimla|Manali|Parwanoo,1N Chandigarh . 2N Shimla . 3N Manali . 1N Parwanoo,14-11-2021,New Delhi,Spicejet,0,4
Standard,Kuala Lumpur|Bali,3N Kuala Lumpur . 3N Bali,16-12-2021,Mumbai,Malindo Air|AirAsia X|Malindo Air|Malindo Air,2,3
Premium,Nainital|Haridwar|Mussoorie,3N Nainital . 1N Haridwar . 2N Mussoorie,28-06-2021,New Delhi,Vistara,0,5
Deluxe,Tirupati|Pondicherry|Madurai|Rameshwaram|Kanyakumari,1N Tirupati . 2N Pondicherry . 1N Madurai . 2N Rameshwaram . 1N Kanyakumari,13-07-2021,Mumbai,Spicejet|Spicejet,1,3
Premium,Dharamshala,3N Dharamshala,2/5/2021,Mumbai,Vistara,0,5
Standard,Ooty,2N Ooty,11/11/2021,Mumbai,Spicejet,2,3
Premium,Jaipur,2N Jaipur,24-07-2021,New Delhi,Not Available,0,5
Premium,Srinagar|Pahalgam|Gulmarg|Srinagar,2N Srinagar . 1N Pahalgam . 1N Gulmarg . 1N Srinagar,7/10/2021,Mumbai,Spicejet|Spicejet,0,5
Standard,Bangkok|Phuket|Krabi town,2N Bangkok . 3N Phuket . 2N Krabi town,27-04-2021,Mumbai,Thai Airways|Thai Airways|Thai Airways|Thai Airways,2,3
Luxury,Udaipur|Chittorgarh,2N Udaipur . 1N Chittorgarh,5/2/2021,New Delhi,IndiGo,0,4
Premium,New Delhi|Agra|Ranthambhore|Jaipur,2N New Delhi . 1N Agra . 1N Ranthambhore . 2N Jaipur,31-10-2021,Mumbai,Vistara,0,5
Luxury,Manali|Kasol,3N Manali . 2N Kasol,7/10/2021,New Delhi,Not Available,0,4
Premium,Cochin|Munnar|Thekkady|Allepey|Kovalam|Poovar|Cochin,1N Cochin . 2N Munnar . 1N Thekkady . 1N Allepey . 1N Kovalam . 1N Poovar . 1N Cochin,9/8/2021,New Delhi,IndiGo,0,5
Deluxe,Goa,4N Goa,23-06-2021,New Delhi,Go Air,1,3
Deluxe,Goa,3N Goa,29-05-2021,New Delhi,Spicejet,1,3
Standard,Gangtok|Lachung|Gangtok,4N Gangtok . 2N Lachung . 1N Gangtok,24-08-2021,Mumbai,IndiGo|IndiGo,2,3
Standard,Gangtok|Pelling|Darjeeling,2N Gangtok . 2N Pelling . 2N Darjeeling,18-04-2021,Mumbai,Spicejet,2,3
Luxury,Shimla,3N Shimla,12/7/2021,Mumbai,Not Available,0,4
Premium,Cochin|Munnar|Thekkady,1N Cochin . 2N Munnar . 1N Thekkady,21-02-2021,Mumbai,Spicejet,0,5
Premium,Cochin|Munnar|Allepey|Kovalam and Poovar,1N Cochin . 2N Munnar . 1N Allepey . 2N Kovalam and Poovar,30-01-2021,Mumbai,Spicejet|IndiGo,0,5
Budget,Kodaikanal,3N Kodaikanal,31-05-2021,New Delhi,IndiGo|Spicejet,2,2
Standard,Srinagar|Pahalgam|Gulmarg|Srinagar,2N Srinagar . 1N Pahalgam . 2N Gulmarg . 1N Srinagar,28-05-2021,Mumbai,Spicejet|Spicejet,2,3
Deluxe,Munnar|Allepey,2N Munnar . 1N Allepey,1/4/2021,New Delhi,IndiGo,1,3
Luxury,Jaipur|Pushkar|Jaipur,1N Jaipur . 1N Pushkar . 1N Jaipur,27-03-2021,New Delhi,Not Available,0,4
Standard,Bali,4N Bali,7/10/2021,New Delhi,Malindo Air|Malindo Air|Malindo Air|Malindo Air,2,3
Deluxe,Shimla|Manali|Dharamshala|Dalhousie|Chandigarh,2N Shimla . 3N Manali . 2N Dharamshala . 2N Dalhousie . 1N Chandigarh,13-11-2021,New Delhi,Not Available,1,3
Budget,Allepey,2N Allepey,1/5/2021,New Delhi,Not Available,2,2
Deluxe,Leh,4N Leh,2/12/2021,Mumbai,Spicejet|Spicejet,1,3
Premium,Munnar|Kumarakom,2N Munnar . 2N Kumarakom,26-09-2021,Mumbai,Air India,0,5
Luxury,Singapore,4N Singapore,5/2/2021,New Delhi,IndiGo|IndiGo|IndiGo,0,4
Standard,Jaipur|Jodhpur|Jaisalmer|Bikaner|Jaipur,1N Jaipur . 1N Jodhpur . 2N Jaisalmer . 1N Bikaner . 2N Jaipur,23-03-2021,Mumbai,Go Air,2,3
Deluxe,Dalhousie|Manali,2N Dalhousie . 3N Manali,26-06-2021,Mumbai,Not Available,1,3
Premium,Jaipur|Jodhpur|Jaisalmer|Udaipur,2N Jaipur . 1N Jodhpur . 2N Jaisalmer . 2N Udaipur,30-06-2021,New Delhi,Air India|IndiGo,0,5
Premium,Ooty|Kodaikanal,3N Ooty . 3N Kodaikanal,13-08-2021,New Delhi,IndiGo,0,5
Premium,Udaipur|Mount Abu,2N Udaipur . 1N Mount Abu,31-08-2021,New Delhi,Vistara,0,5
Standard,Gangtok|Darjeeling|Siliguri,4N Gangtok . 2N Darjeeling . 1N Siliguri,6/11/2021,Mumbai,IndiGo|IndiGo,2,3
Premium,Gangtok,6N Gangtok,14-06-2021,Mumbai,Not Available,0,5
Premium,Cochin|Munnar|Thekkady|Allepey,1N Cochin . 2N Munnar . 1N Thekkady . 1N Allepey,13-05-2021,Mumbai,Go Air,0,5
Premium,Nainital|Corbett,3N Nainital . 3N Corbett,5/10/2021,Mumbai,Spicejet,0,5
Standard,Shimla|Manali|Dharamshala|Dalhousie|Chandigarh,2N Shimla . 3N Manali . 2N Dharamshala . 2N Dalhousie . 1N Chandigarh,6/3/2021,New Delhi,Not Available,2,3
Standard,Pelling|Darjeeling,1N Pelling . 2N Darjeeling,10/10/2021,New Delhi,Spicejet,2,3
Deluxe,Thimpu|Paro,2N Thimpu . 2N Paro,24-09-2021,New Delhi,Not Available,1,3
Premium,Gangtok|Pelling|Darjeeling,4N Gangtok . 1N Pelling . 2N Darjeeling,1/7/2021,New Delhi,Spicejet,0,5
Premium,Bangalore|Mysore|Ooty|Kodaikanal,1N Bangalore . 1N Mysore . 2N Ooty . 2N Kodaikanal,22-11-2021,New Delhi,Spicejet|Spicejet,0,5
Standard,Colombo,6N Colombo,14-02-2021,Mumbai,Spicejet|Spicejet|Spicejet|Spicejet,2,3
Deluxe,Munnar|Kumarakom|Kovalam and Poovar,3N Munnar . 2N Kumarakom . 2N Kovalam and Poovar,15-09-2021,Mumbai,Spicejet|Air India,1,3
Standard,Nainital|Almora,2N Nainital . 1N Almora,4/4/2021,Mumbai,Not Available,2,3
Luxury,Kandy|Nuwara Eliya|Bentota|Colombo,2N Kandy . 2N Nuwara Eliya . 2N Bentota . 1N Colombo,8/9/2021,Mumbai,Spicejet|Spicejet|Spicejet|Spicejet,0,4
Standard,Coorg,2N Coorg,14-04-2021,New Delhi,Go Air,2,3
Standard,Cochin|Munnar|Thekkady|Kumarakom,1N Cochin . 3N Munnar . 1N Thekkady . 1N Kumarakom,25-04-2021,New Delhi,Go Air,2,3
Deluxe,Dubai,4N Dubai,29-07-2021,Mumbai,Not Available,1,3
Deluxe,Nainital|Corbett|Mussoorie,2N Nainital . 1N Corbett . 2N Mussoorie,27-07-2021,Mumbai,Not Available,1,3
Deluxe,Jaisalmer,2N Jaisalmer,17-04-2021,New Delhi,IndiGo|Spicejet,1,3
Premium,Ranthambhore|Jaipur,1N Ranthambhore . 1N Jaipur,1/4/2021,Mumbai,Not Available,0,5
Premium,Udaipur|Chittorgarh,2N Udaipur . 1N Chittorgarh,23-11-2021,Mumbai,IndiGo|Spicejet,0,5
Standard,Gangtok,3N Gangtok,17-07-2021,Mumbai,IndiGo,2,3
Luxury,Srinagar|Gulmarg|Pahalgam|Srinagar,2N Srinagar . 1N Gulmarg . 2N Pahalgam . 1N Srinagar,19-06-2021,Mumbai,Spicejet|Spicejet,0,4
Standard,Munnar|Allepey,4N Munnar . 1N Allepey,6/2/2021,New Delhi,Air India,2,3
Standard,Shimla|Chail,3N Shimla . 1N Chail,1/5/2021,New Delhi,Not Available,2,3
Premium,Darjeeling|Gangtok|Kalimpong,2N Darjeeling . 3N Gangtok . 1N Kalimpong,23-10-2021,New Delhi,Not Available,0,5
Luxury,Gangtok|Pelling|Darjeeling,6N Gangtok . 1N Pelling . 2N Darjeeling,3/11/2021,New Delhi,IndiGo|IndiGo,0,4
Standard,Chandigarh|Manali,1N Chandigarh . 3N Manali,18-05-2021,New Delhi,Not Available,2,3
Premium,New Delhi|Shimla|Manali|Chandigarh,1N New Delhi . 2N Shimla . 2N Manali . 1N Chandigarh,14-06-2021,New Delhi,Not Available,0,5
Standard,New Delhi|Agra|Jaipur|New Delhi|Shimla|Manali|Chandigarh,2N New Delhi . 1N Agra . 2N Jaipur . 1N New Delhi . 2N Shimla . 3N Manali . 1N Chandigarh,16-08-2021,Mumbai,IndiGo|Go Air,2,3
Deluxe,Thekkady|Allepey|Kovalam|Poovar,1N Thekkady . 1N Allepey . 1N Kovalam . 1N Poovar,29-11-2021,Mumbai,Spicejet|IndiGo,1,3
Standard,Gangtok|Pelling|Namchi,3N Gangtok . 2N Pelling . 1N Namchi,11/11/2021,New Delhi,Spicejet,2,3
Deluxe,Kasauli|Shimla,1N Kasauli . 2N Shimla,1/6/2021,Mumbai,Not Available,1,3
Luxury,Amritsar|Shimla,2N Amritsar . 3N Shimla,26-02-2021,Mumbai,Go Air,0,4
Standard,Haridwar|Mussoorie,1N Haridwar . 2N Mussoorie,5/3/2021,New Delhi,Not Available,2,3
Deluxe,Dalhousie|Dharamshala,2N Dalhousie . 2N Dharamshala,22-04-2021,New Delhi,Not Available,1,3
Standard,Shimla,4N Shimla,31-03-2021,Mumbai,Not Available,2,3
Deluxe,Madurai|Rameshwaram|Kanyakumari|Kovalam and Poovar,1N Madurai . 1N Rameshwaram . 1N Kanyakumari . 2N Kovalam and Poovar,13-04-2021,New Delhi,IndiGo|IndiGo|IndiGo,1,3
Deluxe,Goa,8N Goa,27-09-2021,Mumbai,Go Air,1,3
Standard,Mussoorie,2N Mussoorie,15-04-2021,Mumbai,Air India,2,3
Deluxe,Goa,3N Goa,4/6/2021,New Delhi,Not Available,1,3
Standard,Jaipur|Jodhpur|Udaipur,2N Jaipur . 2N Jodhpur . 2N Udaipur,27-01-2021,New Delhi,Go Air|IndiGo,2,3
Premium,Udaipur|Mount Abu,2N Udaipur . 1N Mount Abu,3/3/2021,New Delhi,IndiGo,0,5
Premium,Dharamshala|Dalhousie,3N Dharamshala . 2N Dalhousie,4/7/2021,New Delhi,Go Air,0,5
Deluxe,Haridwar|Rishikesh|Mussoorie,1N Haridwar . 1N Rishikesh . 3N Mussoorie,9/9/2021,New Delhi,Spicejet,1,3
Deluxe,Shimla|Manali|Dalhousie|Chandigarh,2N Shimla . 3N Manali . 2N Dalhousie . 1N Chandigarh,24-03-2021,New Delhi,Spicejet,1,3
Deluxe,Goa,4N Goa,8/12/2021,New Delhi,Spicejet,1,3
Deluxe,Jaipur|Jodhpur|Jaisalmer|Udaipur,2N Jaipur . 1N Jodhpur . 2N Jaisalmer . 2N Udaipur,21-07-2021,New Delhi,Air India|IndiGo,1,3
Premium,Shillong|Kaziranga|Guwahati,2N Shillong . 2N Kaziranga . 2N Guwahati,21-11-2021,Mumbai,Not Available,0,5
Luxury,Madurai|Rameshwaram|Kanyakumari|Kovalam and Poovar,1N Madurai . 1N Rameshwaram . 1N Kanyakumari . 2N Kovalam and Poovar,6/2/2021,New Delhi,IndiGo|IndiGo|Spicejet,0,4
Premium,Ooty|Coorg,2N Ooty . 2N Coorg,31-10-2021,New Delhi,Go Air,0,5
Deluxe,Thimpu|Punakha|Paro,2N Thimpu . 2N Punakha . 2N Paro,13-11-2021,New Delhi,Not Available,1,3
